12/15/21,223.8,*,,AMERICAN EXPRESS SETTLEMENT 211215 1111111111 B- BOOK 1111111111
12/15/21,1028.37,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/14/21,169.05,*,,AMERICAN EXPRESS SETTLEMENT 211214 1111111111 B- BOOK 1111111111
12/14/21,873.25,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/13/21,-1424.47,*,,"BILL PAY Telx - San Francisco, LLC ON-LINE xxxxxx49234 ON 12-13"
12/13/21,144,*,,AMERICAN EXPRESS SETTLEMENT 211213 1111111111 B- BOOK 1111111111
12/13/21,1215.85,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/13/21,1029.27,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/13/21,238.8,*,,AMERICAN EXPRESS SETTLEMENT 211212 1111111111 B- BOOK 1111111111
12/13/21,164.15,*,,AMERICAN EXPRESS SETTLEMENT 211211 1111111111 B- BOOK 1111111111
12/13/21,753.12,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/10/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
12/10/21,99.3,*,,AMERICAN EXPRESS SETTLEMENT 211210 1111111111 B- BOOK 1111111111
12/10/21,1168.64,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/9/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
12/9/21,-3031.18,*,,BILL PAY Reischling Press ON-LINE No Account Number ON 12-09
12/9/21,163.8,*,,AMERICAN EXPRESS SETTLEMENT 211209 1111111111 B- BOOK 1111111111
12/9/21,1081.05,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/8/21,-250.66,*,,RECURRING PAYMENT AUTHORIZED ON 12/07 VZWRLSS*APOCC VISW 800-922-0204 FL S581341404768927 NONE
12/8/21,184.2,*,,AMERICAN EXPRESS SETTLEMENT 211208 1111111111 B- BOOK 1111111111
12/8/21,1063.82,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/7/21,184.24,*,,AMERICAN EXPRESS SETTLEMENT 211207 1111111111 B- BOOK 1111111111
12/7/21,1059.92,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/6/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
12/6/21,-242.53,*,,AMERICAN EXPRESS AXP DISCNT 211205 1111111111 B- BOOK 1111111111
12/6/21,-19.95,*,,AMERICAN EXPRESS CHGBCK/ADJ 211204 1111111111 B- BOOK 1111111111
12/6/21,124.05,*,,AMERICAN EXPRESS SETTLEMENT 211206 1111111111 B- BOOK 1111111111
12/6/21,1310.27,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/6/21,1193.04,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/6/21,218.55,*,,AMERICAN EXPRESS SETTLEMENT 211204 1111111111 B- BOOK 1111111111
12/6/21,119.25,*,,AMERICAN EXPRESS SETTLEMENT 211205 1111111111 B- BOOK 1111111111
12/6/21,1236.34,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/3/21,-6904.29,*,,BUSINESS TO BUSINESS ACH IRS USATAXPYMT 120321 227173766108384 DIGITAL DATA ONLINE
12/3/21,129,*,,AMERICAN EXPRESS SETTLEMENT 211203 1111111111 B- BOOK 1111111111
12/3/21,1257.49,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/2/21,-1450,*,,"BUSINESS TO BUSINESS ACH Millennium Flats WEB PMTS 120221 5WLY45 Digital Data Online, I"
12/2/21,-918.3,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD M DSC 1111111111111 B-BOOK.COM
12/2/21,-238.82,*,,BUSINESS TO BUSINESS ACH PAYROLL TAX 211202 584075 B-BOOK.COM
12/2/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
12/2/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
12/2/21,158.85,*,,AMERICAN EXPRESS SETTLEMENT 211202 1111111111 B- BOOK 1111111111
12/2/21,1166.64,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
12/1/21,109.2,*,,AMERICAN EXPRESS SETTLEMENT 211201 1111111111 B- BOOK 1111111111
12/1/21,705.84,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/30/21,0.38,*,,INTEREST PAYMENT
11/30/21,-5353.2,*,,BUSINESS TO BUSINESS ACH PAYROLL PAYROLL 211130 584075 B-BOOK.COM
11/30/21,-62.85,*,,BUSINESS TO BUSINESS ACH PAYROLL PAYROLL 211130 584075 B-BOOK.COM
11/30/21,308.69,*,,AMERICAN EXPRESS SETTLEMENT 211130 1111111111 B- BOOK 1111111111
11/30/21,813.02,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/29/21,-1000,*,,TRANSFER TO ESSABHOY NADR ON 11/29 REF #PP0CYSL42Y EYEARBOOK PAYBACK
11/29/21,-1424.47,*,,BILL PAY Reischling Press ON-LINE No Account Number ON 11-29
11/29/21,182,*,,ATM CHECK DEPOSIT ON 11/29 1145 Broadway Burlingame CA 0006901 ATM ID 0453K NONE
11/29/21,154.05,*,,AMERICAN EXPRESS SETTLEMENT 211129 1111111111 B- BOOK 1111111111
11/29/21,1083.13,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/29/21,667.4,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/29/21,179.2,*,,AMERICAN EXPRESS SETTLEMENT 211128 1111111111 B- BOOK 1111111111
11/29/21,94.5,*,,AMERICAN EXPRESS SETTLEMENT 211127 1111111111 B- BOOK 1111111111
11/29/21,585.6,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/26/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/26/21,-1000,*,,BILL PAY Josh RECURRING No Account Number ON 11-26
11/26/21,307.95,*,,AMERICAN EXPRESS SETTLEMENT 211126 1111111111 B- BOOK 1111111111
11/26/21,982.65,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/26/21,715.97,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/24/21,-50000,*,,"ONLINE TRANSFER TO DIGITAL DATA ONLINE, INC. BUSINESS MARKET RATE SAVINGS XXXXXX9182 REF #IB0CXQDP86 ON 11/24/21"
11/24/21,198.75,*,,AMERICAN EXPRESS SETTLEMENT 211124 1111111111 B- BOOK 1111111111
11/24/21,873.48,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/23/21,-5428.4,*,,"WF Bus Credit AUTO PAY 211123 90225360949575 MICH,THOM"
11/23/21,20000,*,,PAYPAL TRANSFER 211123 1016977094862 B-BOOK.COM
11/23/21,5000,*,,PAYPAL TRANSFER 211123 1016977105516 B-BOOK.COM
11/23/21,154.3,*,,AMERICAN EXPRESS SETTLEMENT 211123 1111111111 B- BOOK 1111111111
11/23/21,731.4,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/22/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/22/21,12543.36,*,,"GOOGLE ADSENSE:35 US003JCEY2 PPO, Inc."
11/22/21,169.05,*,,AMERICAN EXPRESS SETTLEMENT 211122 1111111111 B- BOOK 1111111111
11/22/21,1458.31,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/22/21,702.08,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/22/21,134.2,*,,AMERICAN EXPRESS SETTLEMENT 211121 1111111111 B- BOOK 1111111111
11/22/21,74.55,*,,AMERICAN EXPRESS SETTLEMENT 211120 1111111111 B- BOOK 1111111111
11/22/21,729.37,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/19/21,378.54,*,,AMERICAN EXPRESS SETTLEMENT 211119 1111111111 B- BOOK 1111111111
11/19/21,750.35,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/18/21,-9.9,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/18/21,199.2,*,,AMERICAN EXPRESS SETTLEMENT 211118 1111111111 B- BOOK 1111111111
11/18/21,857.33,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/17/21,114.15,*,,AMERICAN EXPRESS SETTLEMENT 211117 1111111111 B- BOOK 1111111111
11/17/21,1126.03,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/16/21,144,*,,AMERICAN EXPRESS SETTLEMENT 211116 1111111111 B- BOOK 1111111111
11/16/21,943.8,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/15/21,159.15,*,,AMERICAN EXPRESS SETTLEMENT 211115 1111111111 B- BOOK 1111111111
11/15/21,930.97,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/15/21,925.16,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/15/21,233.85,*,,AMERICAN EXPRESS SETTLEMENT 211113 1111111111 B- BOOK 1111111111
11/15/21,193.95,*,,AMERICAN EXPRESS SETTLEMENT 211114 1111111111 B- BOOK 1111111111
11/15/21,977.9,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/12/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/12/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/12/21,393.54,*,,AMERICAN EXPRESS SETTLEMENT 211112 1111111111 B- BOOK 1111111111
11/12/21,1053.14,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/12/21,426.08,*,,AMERICAN EXPRESS SETTLEMENT 211111 1111111111 B- BOOK 1111111111
11/12/21,717.26,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/10/21,-9.9,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/10/21,-9.9,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD ADJMT 1111111111111 B-BOOK.COM
11/10/21,94.45,*,,AMERICAN EXPRESS SETTLEMENT 211110 1111111111 B- BOOK 1111111111
11/10/21,896.59,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/9/21,263.8,*,,AMERICAN EXPRESS SETTLEMENT 211109 1111111111 B- BOOK 1111111111
11/9/21,639.13,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/8/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/8/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/8/21,-250.66,*,,RECURRING PAYMENT AUTHORIZED ON 11/07 VZWRLSS*APOCC VISW 800-922-0204 FL S301311401299379 NONE
11/8/21,84.45,*,,AMERICAN EXPRESS SETTLEMENT 211108 1111111111 B- BOOK 1111111111
11/8/21,891.73,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/8/21,706.43,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/8/21,169.2,*,,AMERICAN EXPRESS SETTLEMENT 211106 1111111111 B- BOOK 1111111111
11/8/21,99.45,*,,AMERICAN EXPRESS SETTLEMENT 211107 1111111111 B- BOOK 1111111111
11/8/21,1051.96,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/5/21,-219.75,*,,AMERICAN EXPRESS AXP DISCNT 211105 1111111111 B- BOOK 1111111111
11/5/21,159.1,*,,AMERICAN EXPRESS SETTLEMENT 211105 1111111111 B- BOOK 1111111111
11/5/21,1366.62,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/4/21,248.8,*,,AMERICAN EXPRESS SETTLEMENT 211104 1111111111 B- BOOK 1111111111
11/4/21,950.48,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/3/21,-2904.29,*,,BUSINESS TO BUSINESS ACH IRS USATAXPYMT 110321 227170766215520 DIGITAL DATA ONLINE
11/3/21,69.45,*,,AMERICAN EXPRESS SETTLEMENT 211103 1111111111 B- BOOK 1111111111
11/3/21,915.44,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/3/21,19.95,*,,CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
11/2/21,-1450,*,,"BUSINESS TO BUSINESS ACH Millennium Flats WEB PMTS 110221 2GHS05 Digital Data Online, I"
11/2/21,-1024.89,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD M DSC 1111111111111 B-BOOK.COM
11/2/21,-238.82,*,,BUSINESS TO BUSINESS ACH PAYROLL TAX 211102 584075 B-BOOK.COM
11/2/21,339.69,*,,AMERICAN EXPRESS SETTLEMENT 211102 1111111111 B- BOOK 1111111111
11/2/21,1129.74,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/1/21,179.35,*,,AMERICAN EXPRESS SETTLEMENT 211101 1111111111 B- BOOK 1111111111
11/1/21,832.87,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/1/21,791.77,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
11/1/21,158.85,*,,AMERICAN EXPRESS SETTLEMENT 211030 1111111111 B- BOOK 1111111111
11/1/21,154.2,*,,AMERICAN EXPRESS SETTLEMENT 211031 1111111111 B- BOOK 1111111111
11/1/21,720.87,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/29/21,0.28,*,,INTEREST PAYMENT
10/29/21,-5353.21,*,,BUSINESS TO BUSINESS ACH PAYROLL PAYROLL 211029 584075 B-BOOK.COM
10/29/21,-4062.85,*,,BUSINESS TO BUSINESS ACH PAYROLL PAYROLL 211029 584075 B-BOOK.COM
10/29/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/29/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/29/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/29/21,163.95,*,,AMERICAN EXPRESS SETTLEMENT 211029 1111111111 B- BOOK 1111111111
10/29/21,841.72,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/28/21,224,*,,ATM CHECK DEPOSIT ON 10/28 1145 Broadway Burlingame CA 0004422 ATM ID 0167C NONE
10/28/21,309.09,*,,AMERICAN EXPRESS SETTLEMENT 211028 1111111111 B- BOOK 1111111111
10/28/21,770.32,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/27/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/27/21,139.2,*,,AMERICAN EXPRESS SETTLEMENT 211027 1111111111 B- BOOK 1111111111
10/27/21,1183.17,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/26/21,-1424.47,*,,"BILL PAY Telx - San Francisco, LLC ON-LINE xxxxxx49234 ON 10-26"
10/26/21,-1000,*,,BILL PAY Joshi RECURRING No Account Number ON 10-26
10/26/21,213.7,*,,AMERICAN EXPRESS SETTLEMENT 211026 1111111111 B- BOOK 1111111111
10/26/21,814.36,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/25/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/25/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/25/21,-6301.72,*,,"WF Bus Credit AUTO PAY 211024 90225360949575 MICH,THOM"
10/25/21,-19.95,*,,AMERICAN EXPRESS CHGBCK/ADJ 211024 1111111111 B- BOOK 1111111111
10/25/21,69.6,*,,AMERICAN EXPRESS SETTLEMENT 211025 1111111111 B- BOOK 1111111111
10/25/21,818.7,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/25/21,619.89,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/25/21,183.9,*,,AMERICAN EXPRESS SETTLEMENT 211024 1111111111 B- BOOK 1111111111
10/25/21,94.35,*,,AMERICAN EXPRESS SETTLEMENT 211023 1111111111 B- BOOK 1111111111
10/25/21,1022.36,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/22/21,174,*,,AMERICAN EXPRESS SETTLEMENT 211022 1111111111 B- BOOK 1111111111
10/22/21,863.29,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/21/21,-1000,*,,TRANSFER TO ESSABHOY NADR ON 10/21 REF #PP0CP3FRJW XXXXXX0900
10/21/21,11473.55,*,,"GOOGLE ADSENSE:35 US003ITX1H PPO, Inc."
10/21/21,149.3,*,,AMERICAN EXPRESS SETTLEMENT 211021 1111111111 B- BOOK 1111111111
10/21/21,906.16,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/20/21,84.45,*,,AMERICAN EXPRESS SETTLEMENT 211020 1111111111 B- BOOK 1111111111
10/20/21,974.58,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/19/21,139.05,*,,AMERICAN EXPRESS SETTLEMENT 211019 1111111111 B- BOOK 1111111111
10/19/21,929.3,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/18/21,134.25,*,,AMERICAN EXPRESS SETTLEMENT 211018 1111111111 B- BOOK 1111111111
10/18/21,1017.65,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/18/21,975.17,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/18/21,139.05,*,,AMERICAN EXPRESS SETTLEMENT 211017 1111111111 B- BOOK 1111111111
10/18/21,139.05,*,,AMERICAN EXPRESS SETTLEMENT 211016 1111111111 B- BOOK 1111111111
10/18/21,881.28,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/15/21,-19.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/15/21,-3584.16,*,,BILL PAY Reischling Press ON-LINE No Account Number ON 10-15
10/15/21,199,*,,AMERICAN EXPRESS SETTLEMENT 211015 1111111111 B- BOOK 1111111111
10/15/21,1130.93,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/14/21,-9.9,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/14/21,158.85,*,,AMERICAN EXPRESS SETTLEMENT 211014 1111111111 B- BOOK 1111111111
10/14/21,759.77,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/13/21,-316,*,,BUSINESS TO BUSINESS ACH CA DEPT TAX FEE CDTFA EPMT 211012 9235881 B-BOOK.COM
10/13/21,104.1,*,,AMERICAN EXPRESS SETTLEMENT 211013 1111111111 B- BOOK 1111111111
10/13/21,1351.12,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/12/21,-59.99,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/12/21,139.2,*,,AMERICAN EXPRESS SETTLEMENT 211012 1111111111 B- BOOK 1111111111
10/12/21,823.16,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/12/21,790.79,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/12/21,517.97,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/12/21,284.23,*,,AMERICAN EXPRESS SETTLEMENT 211010 1111111111 B- BOOK 1111111111
10/12/21,208.9,*,,AMERICAN EXPRESS SETTLEMENT 211011 1111111111 B- BOOK 1111111111
10/12/21,149.1,*,,AMERICAN EXPRESS SETTLEMENT 211009 1111111111 B- BOOK 1111111111
10/12/21,896.78,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/8/21,-250.91,*,,RECURRING PAYMENT AUTHORIZED ON 10/07 VZWRLSS*APOCC VISW 800-922-0204 FL S581280360017559 NONE
10/8/21,204,*,,AMERICAN EXPRESS SETTLEMENT 211008 1111111111 B- BOOK 1111111111
10/8/21,686.88,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/7/21,75.03,*,,eDeposit in Branch/Store 10/07/21 10:06:46 AM 132 SAN MATEO RD HALF MOON BAY CA 3443
10/7/21,49.36,*,,AMERICAN EXPRESS SETTLEMENT 211007 1111111111 B- BOOK 1111111111
10/7/21,1119.67,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/6/21,-4830.58,*,,BUSINESS TO BUSINESS ACH IRS USATAXPYMT 100621 227167966036734 DIGITAL DATA ONLINE
10/6/21,-4.95,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD CRGBK 1111111111111 B-BOOK.COM
10/6/21,513.92,*,,AMERICAN EXPRESS SETTLEMENT 211006 1111111111 B- BOOK 1111111111
10/6/21,803.12,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/5/21,-238.82,*,,BUSINESS TO BUSINESS ACH PAYROLL TAX 211005 584075 B-BOOK.COM
10/5/21,-217.83,*,,AMERICAN EXPRESS AXP DISCNT 211005 1111111111 B- BOOK 1111111111
10/5/21,164.05,*,,AMERICAN EXPRESS SETTLEMENT 211005 1111111111 B- BOOK 1111111111
10/5/21,803.74,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
10/4/21,-1450,*,,"BUSINESS TO BUSINESS ACH Millennium Flats WEB PMTS 100421 DRR2X4 Digital Data Online, I"
10/4/21,-1028.39,*,,BUSINESS TO BUSINESS ACH CYBS ACH BKCD M DSC 1111111111111 B-BOOK.COM
10/4/21,124.2,*,,AMERICAN EXPRESS SETTLEMENT 211004 1111111111 B- BOOK 1111111111
10/4/21,3000,*,,PAYPAL TRANSFER 211002 1016051788434 B-BOOK.COM
10/4/21,1000,*,,PAYPAL TRANSFER 211002 1016051799180 B-BOOK.COM
10/4/21,813.93,*,,CYBS ACH BKCD DEPST 1111111111111 B-BOOK.COM
